Origin_Airport,Origin_City,Origin_State,Origin_Country,Destination_Airport,Destination_City,Destination_State,Destination_Country,Airline Name,delay
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Portland International Jetport,Portland,ME,USA,Pinnacle Airlines Inc.,1158
Indianapolis International,Indianapolis,IN,USA,Ronald Reagan Washington National,Arlington,VA,USA,Northwest Airlines Inc.,1158
Roswell Industrial Air Center,Roswell,NM,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Eagle Airlines Inc.,1156
Washington Dulles International,Chantilly,VA,USA,Piedmont Triad International,Greensboro,NC,USA,Mesa Airlines Inc.,1156
Will Rogers World,Oklahoma City,OK,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Delta Air Lines Inc.,1154
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Des Moines International,Des Moines,IA,USA,Atlantic Southeast Airlines,1153
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,McCarran International,Las Vegas,NV,USA,Delta Air Lines Inc.,1152
Gen Edw L Logan Intl,Boston,MA,USA,Syracuse-Hancock Intl,Syracuse,NY,USA,American Eagle Airlines Inc.,1152
Phoenix Sky Harbor International,Phoenix,AZ,USA,Burbank-Glendale-Pasadena,Burbank,CA,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1152
Phoenix Sky Harbor International,Phoenix,AZ,USA,Telluride Regional,Telluride,CO,USA,Mesa Airlines Inc.,1152
Baltimore-Washington International,Baltimore,MD,USA,Albuquerque International,Albuquerque,NM,USA,Southwest Airlines Co.,1150
Baltimore-Washington International,Baltimore,MD,USA,Seattle-Tacoma Intl,Seattle,WA,USA,AirTran Airways Corporation,1150
Rogue Valley International,Medford,OR,USA,San Francisco International,San Francisco,CA,USA,United Air Lines Inc.,1150
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Baltimore-Washington International,Baltimore,MD,USA,AirTran Airways Corporation,1149
George Bush Intercontinental,Houston,TX,USA,Meadows,Bakersfield,CA,USA,Expressjet Airlines Inc.,1148
San Diego International-Lindbergh,San Diego,CA,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1148
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Long Island - MacArthur,Islip,NY,USA,Southwest Airlines Co.,1146
McCarran International,Las Vegas,NV,USA,Washington Dulles International,Chantilly,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1146
Phoenix Sky Harbor International,Phoenix,AZ,USA,San Diego International-Lindbergh,San Diego,CA,USA,Mesa Airlines Inc.,1146
Columbia Metropolitan,Columbia,SC,USA,Tampa International,Tampa,FL,USA,Independence Air,1144
Gen Edw L Logan Intl,Boston,MA,USA,John F Kennedy Intl,New York,NY,USA,United Air Lines Inc.,1144
Memphis International,Memphis,TN,USA,Will Rogers World,Oklahoma City,OK,USA,Pinnacle Airlines Inc.,1144
San Jose International,San Jose,CA,USA,Kahului,Kahului,HI,USA,American Airlines Inc.,1144
Tampa International,Tampa,FL,USA,Bishop,Flint,MI,USA,AirTran Airways Corporation,1144
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Palm Beach International,West Palm Beach,FL,USA,Delta Air Lines Inc.,1142
Indianapolis International,Indianapolis,IN,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1142
LaGuardia,New York,NY,USA,Palm Beach International,West Palm Beach,FL,USA,Comair Inc.,1142
Los Angeles International,Los Angeles,CA,USA,Austin-Bergstrom International,Austin,TX,USA,Southwest Airlines Co.,1142
Los Angeles International,Los Angeles,CA,USA,San Jose International,San Jose,CA,USA,United Air Lines Inc.,1142
Minneapolis-St Paul Intl,Minneapolis,MN,USA,La Crosse Municipal,La Crosse,WI,USA,Pinnacle Airlines Inc.,1142
Tampa International,Tampa,FL,USA,Birmingham International,Birmingham,AL,USA,Southwest Airlines Co.,1142
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Daytona Beach International,Daytona Beach,FL,USA,AirTran Airways Corporation,1142
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Dane County Regional,Madison,WI,USA,Comair Inc.,1140
Huntsville International,Huntsville,AL,USA,Washington Dulles International,Chantilly,VA,USA,Independence Air,1140
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Delta Air Lines Inc.,1138
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Long Beach (Daugherty ),Long Beach,CA,USA,American Airlines Inc.,1138
Memphis International,Memphis,TN,USA,Nashville International,Nashville,TN,USA,Pinnacle Airlines Inc.,1138
New Orleans International,New Orleans,LA,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,Southwest Airlines Co.,1138
San Francisco International,San Francisco,CA,USA,John F Kennedy Intl,New York,NY,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1138
Tulsa International,Tulsa,OK,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1138
Chicago Midway,Chicago,IL,USA,Baltimore-Washington International,Baltimore,MD,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1136
Lincoln Municipal,Lincoln,NE,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,1136
Charlotte/Douglas International,Charlotte,NC,USA,Sarasota Bradenton International,Sarasota,FL,USA,Mesa Airlines Inc.,1134
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Charleston AFB/International,Charleston,SC,USA,Comair Inc.,1134
Baltimore-Washington International,Baltimore,MD,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,1133
Port Columbus Intl,Columbus,OH,USA,Los Angeles International,Los Angeles,CA,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1133
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Blue Grass,Lexington,KY,USA,Pinnacle Airlines Inc.,1132
Memphis International,Memphis,TN,USA,Birmingham International,Birmingham,AL,USA,Pinnacle Airlines Inc.,1132
Memphis International,Memphis,TN,USA,Miami International,Miami,FL,USA,Northwest Airlines Inc.,1132
Ronald Reagan Washington National,Arlington,VA,USA,Nashville International,Nashville,TN,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1131
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Golden Triangle Regional,Columbus-Starkville-West Point,MS,USA,Atlantic Southeast Airlines,1131
Chicago O'Hare International,Chicago,IL,USA,George Bush Intercontinental,Houston,TX,USA,Mesa Airlines Inc.,1130
LaGuardia,New York,NY,USA,General Mitchell International,Milwaukee,WI,USA,AirTran Airways Corporation,1130
Raleigh-Durham International,Raleigh,NC,USA,Austin-Bergstrom International,Austin,TX,USA,American Airlines Inc.,1130
Salt Lake City Intl,Salt Lake City,UT,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Atlantic Southeast Airlines,1130
Charlotte/Douglas International,Charlotte,NC,USA,Lambert-St Louis International,St Louis,MO,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1128
Lincoln Municipal,Lincoln,NE,USA,Denver Intl,Denver,CO,USA,United Air Lines Inc.,1128
Philadelphia Intl,Philadelphia,PA,USA,Raleigh-Durham International,Raleigh,NC,USA,American Eagle Airlines Inc.,1128
City of Colorado Springs Muni,Colorado Springs,CO,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,1125
McCarran International,Las Vegas,NV,USA,John F Kennedy Intl,New York,NY,USA,American Airlines Inc.,1124
Miami International,Miami,FL,USA,Southwest Florida International,Ft. Myers,FL,USA,American Eagle Airlines Inc.,1124
Chicago O'Hare International,Chicago,IL,USA,Austin Straubel International,Green Bay,WI,USA,Skywest Airlines Inc.,1122
Chicago O'Hare International,Chicago,IL,USA,Central Illinois Regional,Bloomington,IL,USA,Skywest Airlines Inc.,1122
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Louisville International-Standiford,Louisville,KY,USA,American Airlines Inc.,1122
Orlando International,Orlando,FL,USA,Jackson International,Jackson,MS,USA,Southwest Airlines Co.,1122
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Tucson International,Tucson,AZ,USA,Delta Air Lines Inc.,1121
Joe Foss,Sioux Falls,SD,USA,Denver Intl,Denver,CO,USA,Mesa Airlines Inc.,1120
Los Angeles International,Los Angeles,CA,USA,Lihue,Lihue,HI,USA,American Airlines Inc.,1120
McCarran International,Las Vegas,NV,USA,Lambert-St Louis International,St Louis,MO,USA,American Airlines Inc.,1120
Newark Intl,Newark,NJ,USA,Port Columbus Intl,Columbus,OH,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1120
Raleigh-Durham International,Raleigh,NC,USA,Ronald Reagan Washington National,Arlington,VA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1120
San Francisco International,San Francisco,CA,USA,Austin-Bergstrom International,Austin,TX,USA,United Air Lines Inc.,1120
Seattle-Tacoma Intl,Seattle,WA,USA,Kahului,Kahului,HI,USA,Hawaiian Airlines Inc.,1120
Orlando International,Orlando,FL,USA,Theodore F Green State,Providence,RI,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1117
Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,Raleigh-Durham International,Raleigh,NC,USA,American Eagle Airlines Inc.,1116
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pittsburgh International,Pittsburgh,PA,USA,Northwest Airlines Inc.,1116
Southwest Florida International,Ft. Myers,FL,USA,Lambert-St Louis International,St Louis,MO,USA,American Airlines Inc.,1116
Dallas Love,Dallas,TX,USA,Lambert-St Louis International,St Louis,MO,USA,Southwest Airlines Co.,1115
Indianapolis International,Indianapolis,IN,USA,Kansas City International,Kansas City,MO,USA,Southwest Airlines Co.,1114
Washington Dulles International,Chantilly,VA,USA,Huntsville International,Huntsville,AL,USA,Mesa Airlines Inc.,1114
Nashville International,Nashville,TN,USA,Memphis International,Memphis,TN,USA,Pinnacle Airlines Inc.,1113
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Delta Air Lines Inc.,1113
Greater Peoria Regional,Peoria,IL,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,1112
Los Angeles International,Los Angeles,CA,USA,San Antonio International,San Antonio,TX,USA,Southwest Airlines Co.,1112
Orlando International,Orlando,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Comair Inc.,1112
Phoenix Sky Harbor International,Phoenix,AZ,USA,John F Kennedy Intl,New York,NY,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1112
San Francisco International,San Francisco,CA,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1112
Chicago O'Hare International,Chicago,IL,USA,Springfield-Branson Regional,Springfield,MO,USA,Independence Air,1110
Metropolitan Oakland International,Oakland,CA,USA,Hilo International,Hilo,HI,USA,ATA Airlines d/b/a ATA,1110
San Antonio International,San Antonio,TX,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Delta Air Lines Inc.,1110
General Mitchell International,Milwaukee,WI,USA,San Francisco International,San Francisco,CA,USA,AirTran Airways Corporation,1108
Palm Beach International,West Palm Beach,FL,USA,Tallahassee Regional,Tallahassee,FL,USA,Comair Inc.,1108
Charlotte/Douglas International,Charlotte,NC,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1105
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Denver Intl,Denver,CO,USA,Atlantic Southeast Airlines,1104
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,New Orleans International,New Orleans,LA,USA,Comair Inc.,1101
Jackson International,Jackson,MS,USA,Newark Intl,Newark,NJ,USA,Expressjet Airlines Inc.,1100
Ontario International,Ontario,CA,USA,Nashville International,Nashville,TN,USA,Southwest Airlines Co.,1100
Phoenix Sky Harbor International,Phoenix,AZ,USA,El Paso International,El Paso,TX,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1100
Washington Dulles International,Chantilly,VA,USA,Greater Rochester Int'l,Rochester,NY,USA,Mesa Airlines Inc.,1100
Chicago O'Hare International,Chicago,IL,USA,Pittsburgh International,Pittsburgh,PA,USA,Mesa Airlines Inc.,1098
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Blue Grass,Lexington,KY,USA,Pinnacle Airlines Inc.,1098
Kent County International,Grand Rapids,MI,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Pinnacle Airlines Inc.,1098
Lehigh Valley International,Allentown,PA,USA,Fort Wayne International,Fort Wayne,IN,USA,Skywest Airlines Inc.,1098
McCarran International,Las Vegas,NV,USA,Lambert-St Louis International,St Louis,MO,USA,Trans World Airways LLC,1098
Memphis International,Memphis,TN,USA,Tallahassee Regional,Tallahassee,FL,USA,Pinnacle Airlines Inc.,1098
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Joe Foss,Sioux Falls,SD,USA,Pinnacle Airlines Inc.,1098
Chicago O'Hare International,Chicago,IL,USA,Will Rogers World,Oklahoma City,OK,USA,Skywest Airlines Inc.,1096
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Pittsburgh International,Pittsburgh,PA,USA,Delta Air Lines Inc.,1096
Louisville International-Standiford,Louisville,KY,USA,LaGuardia,New York,NY,USA,American Eagle Airlines Inc.,1096
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Eastern Iowa,Cedar Rapids,IA,USA,Pinnacle Airlines Inc.,1096
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Long Island - MacArthur,Islip,NY,USA,Comair Inc.,1096
Memphis International,Memphis,TN,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Pinnacle Airlines Inc.,1094
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Nashville International,Nashville,TN,USA,Northwest Airlines Inc.,1094
Orlando International,Orlando,FL,USA,Birmingham International,Birmingham,AL,USA,Southwest Airlines Co.,1094
Baltimore-Washington International,Baltimore,MD,USA,McCarran International,Las Vegas,NV,USA,Southwest Airlines Co.,1092
Salt Lake City Intl,Salt Lake City,UT,USA,Yampa Valley,Hayden,CO,USA,Skywest Airlines Inc.,1092
Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Mobile Regional,Mobile,AL,USA,American Eagle Airlines Inc.,1090
Gen Edw L Logan Intl,Boston,MA,USA,Austin-Bergstrom International,Austin,TX,USA,JetBlue Airways,1090
Gen Edw L Logan Intl,Boston,MA,USA,Charlotte/Douglas International,Charlotte,NC,USA,JetBlue Airways,1090
Long Beach (Daugherty ),Long Beach,CA,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),1090
Ronald Reagan Washington National,Arlington,VA,USA,Kent County International,Grand Rapids,MI,USA,Pinnacle Airlines Inc.,1090
Baltimore-Washington International,Baltimore,MD,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,AirTran Airways Corporation,1087
Charlotte/Douglas International,Charlotte,NC,USA,Memphis International,Memphis,TN,USA,Mesa Airlines Inc.,1087
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Greater Peoria Regional,Peoria,IL,USA,Atlantic Southeast Airlines,1085
Baltimore-Washington International,Baltimore,MD,USA,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1084
Charlotte/Douglas International,Charlotte,NC,USA,Wilmington International,Wilmington,NC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1084
Orlando International,Orlando,FL,USA,Indianapolis International,Indianapolis,IN,USA,Southwest Airlines Co.,1084
Pittsburgh International,Pittsburgh,PA,USA,Orlando International,Orlando,FL,USA,Southwest Airlines Co.,1084
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,City of Colorado Springs Muni,Colorado Springs,CO,USA,Skywest Airlines Inc.,1083
Boise Air Terminal,Boise,ID,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,1082
Gen Edw L Logan Intl,Boston,MA,USA,Westchester Cty,White Plains,NY,USA,American Eagle Airlines Inc.,1082
John F Kennedy Intl,New York,NY,USA,Baltimore-Washington International,Baltimore,MD,USA,Atlantic Southeast Airlines,1082
Memphis International,Memphis,TN,USA,Jackson International,Jackson,MS,USA,Pinnacle Airlines Inc.,1082
El Paso International,El Paso,TX,USA,Ontario International,Ontario,CA,USA,Expressjet Airlines Inc.,1080
Charlotte/Douglas International,Charlotte,NC,USA,Lehigh Valley International,Allentown,PA,USA,Mesa Airlines Inc.,1079
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Blue Grass,Lexington,KY,USA,Atlantic Southeast Airlines,1078
Jacksonville International,Jacksonville,FL,USA,William P Hobby,Houston,TX,USA,Southwest Airlines Co.,1078
Orlando International,Orlando,FL,USA,San Antonio International,San Antonio,TX,USA,Atlantic Southeast Airlines,1076
Wichita Mid-Continent,Wichita,KS,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,Atlantic Southeast Airlines,1076
Austin-Bergstrom International,Austin,TX,USA,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,JetBlue Airways,1075
Cleveland-Hopkins Intl,Cleveland,OH,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,1075
Honolulu International,Honolulu,HI,USA,Hilo International,Hilo,HI,USA,Mesa Airlines Inc.,1074
Salt Lake City Intl,Salt Lake City,UT,USA,Billings Logan Intl,Billings,MT,USA,Comair Inc.,1074
Tucson International,Tucson,AZ,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,Northwest Airlines Inc.,1074
Minneapolis-St Paul Intl,Minneapolis,MN,USA,John Wayne /Orange Co,Santa Ana,CA,USA,Northwest Airlines Inc.,1072
Salt Lake City Intl,Salt Lake City,UT,USA,McCarran International,Las Vegas,NV,USA,Mesa Airlines Inc.,1072
Atlantic City International,Atlantic City,NJ,USA,LaGuardia,New York,NY,USA,Comair Inc.,1071
James M Cox Dayton Intl,Dayton,OH,USA,Tampa International,Tampa,FL,USA,AirTran Airways Corporation,1070
McCarran International,Las Vegas,NV,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,AirTran Airways Corporation,1070
Reno/Tahoe International,Reno,NV,USA,Tucson International,Tucson,AZ,USA,Expressjet Airlines Inc.,1068
Billings Logan Intl,Billings,MT,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Comair Inc.,1066
Cherry Capital,Traverse City,MI,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,1066
LaGuardia,New York,NY,USA,Southwest Florida International,Ft. Myers,FL,USA,Delta Air Lines Inc.,1066
Los Angeles International,Los Angeles,CA,USA,Indianapolis International,Indianapolis,IN,USA,Southwest Airlines Co.,1066
Washington Dulles International,Chantilly,VA,USA,Phoenix Sky Harbor International,Phoenix,AZ,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),1066
